,Sno,MovieName,Director1,Director2,Director3,Duration,Genre1,Genre2,Genre3,Ratings
1555,"1,556",Wonder Woman 1984,Patty Jenkins,,,151,Action,Adventure,Fantasy,5.4
1556,"1,557",Gods of Egypt,Alex Proyas,,,127,Action,Adventure,Drama,5.4
1557,"1,558",The Mummy,Alex Kurtzman,,,110,Action,Adventure,Fantasy,5.4
1558,"1,559",Batman Forever,Joel Schumacher,,,121,Action,Adventure,,5.4
1559,"1,560",The Forever Purge,Everardo Gout,,,103,Action,Crime,Horror,5.4
1560,"1,561",Ava,Tate Taylor,,,96,Action,Drama,Thriller,5.4
1561,"1,562",Snake Eyes,Robert Schwentke,,,121,Action,Adventure,Crime,5.4
1562,"1,563",Godzilla,Roland Emmerich,,,139,Action,Sci-Fi,Thriller,5.4
1563,"1,564",Maximum Overdrive,Stephen King,,,98,Action,Comedy,Horror,5.4
1564,"1,565",Drive Angry,Patrick Lussier,,,104,Action,Comedy,Fantasy,5.4
1565,"1,566",Æon Flux,Karyn Kusama,,,93,Action,Adventure,Sci-Fi,5.4
1566,"1,567",Vampire Academy,Mark Waters,,,104,Action,Comedy,Drama,5.4
1567,"1,568",Big Game,Jalmari Helander,,,110,Action,Adventure,Comedy,5.4
1568,"1,569","Game Over, Man!",Kyle Newacheck,,,101,Action,Comedy,,5.4
1569,"1,570",Killers,Robert Luketic,,,100,Action,Comedy,Romance,5.4
1570,"1,571",Blackhat,Michael Mann,,,133,Action,Crime,Thriller,5.4
1571,"1,572",Outside the Wire,Mikael Håfström,,,114,Action,Adventure,Fantasy,5.4
1572,"1,573",Season of the Witch,Dominic Sena,,,95,Action,Adventure,Fantasy,5.4
1573,"1,574",The Tuxedo,Kevin Donovan,,,98,Action,Comedy,Sci-Fi,5.4
1574,"1,575",The Spy Next Door,Brian Levant,,,94,Action,Comedy,Family,5.4
1575,"1,576",D3: The Mighty Ducks,Robert Lieberman,,,104,Action,Comedy,Drama,5.4
1576,"1,577",The Last Legion,Doug Lefler,,,101,Action,Adventure,History,5.4
1577,"1,578",The Man with the Iron Fists,RZA,,,95,Action,,,5.4
1578,"1,579",Pathfinder,Marcus Nispel,,,99,Action,Adventure,Drama,5.4
1579,"1,580",Battle for the Planet of the Apes,J. Lee Thompson,,,93,Action,Sci-Fi,,5.4
1580,"1,581",Killing Season,Mark Steven Johnson,,,91,Action,Drama,Thriller,5.4
1581,"1,582",Bulletproof Monk,Paul Hunter,,,104,Action,Comedy,Fantasy,5.4
1582,"1,583",I Spy,Betty Thomas,,,97,Action,Adventure,Comedy,5.4
1583,"1,584",Dhoom 3,Vijay Krishna Acharya,,,172,Action,Crime,Drama,5.4
1584,"1,585",Masters of the Universe,Gary Goddard,,,106,Action,Adventure,Fantasy,5.3
1585,"1,586",Geostorm,Dean Devlin,,,109,Action,Sci-Fi,Thriller,5.3
1586,"1,587",The Predator,Shane Black,,,107,Action,Adventure,Horror,5.3
1587,"1,588",The New Mutants,Josh Boone,,,94,Action,Horror,Mystery,5.3
1588,"1,589",Point Break,Ericson Core,,,114,Action,Adventure,Crime,5.3
1589,"1,590",Ghost Rider,Mark Steven Johnson,,,110,Action,Fantasy,Thriller,5.3
1590,"1,591",Jupiter Ascending,Lana Wachowski,Lilly Wachowski,,127,Action,Adventure,Sci-Fi,5.3
1591,"1,592",Daredevil,Mark Steven Johnson,,,103,Action,Crime,,5.3
1592,"1,593",Tank Girl,Rachel Talalay,,,104,Action,Comedy,Sci-Fi,5.3
1593,"1,594",Robin Hood,Otto Bathurst,,,116,Action,Adventure,Drama,5.3
1594,"1,595",Congo,Frank Marshall,,,109,Action,Adventure,Mystery,5.3
1595,"1,596",Resident Evil: Retribution,Paul W.S. Anderson,,,95,Action,Horror,Sci-Fi,5.3
1596,"1,597",Red Dawn,Dan Bradley,,,93,Action,Drama,,5.3
1597,"1,598",The Karate Kid Part III,John G. Avildsen,,,112,Action,Drama,Family,5.3
1598,"1,599",Land of the Lost,Brad Silberling,,,102,Action,Adventure,Comedy,5.3
1599,"1,600",Max Payne,John Moore,,,100,Action,Crime,Drama,5.3
1600,"1,601",Spy Kids 2: Island of Lost Dreams,Robert Rodriguez,,,100,Action,Adventure,Comedy,5.3
1601,"1,602",One for the Money,Julie Anne Robinson,,,91,Action,Comedy,Crime,5.3
1602,"1,603",Spy Hard,Rick Friedberg,,,81,Action,Comedy,,5.3
1603,"1,604",The Colony,Jeff Renfroe,,,95,Action,Horror,Sci-Fi,5.3
1604,"1,605",Hollywood Homicide,Ron Shelton,,,116,Action,Comedy,Crime,5.3
1605,"1,606",Bangkok Dangerous,Danny Pang,Oxide Chun Pang,,99,Action,Crime,Thriller,5.3
1606,"1,607",Universal Soldier: Regeneration,John Hyams,,,97,Action,Adventure,Sci-Fi,5.3
1607,"1,608",The Way to Paradise,Enzo Zelocchi,,,85,Action,Comedy,Thriller,5.3
1608,"1,609",F9: The Fast Saga,Justin Lin,,,143,Action,Crime,Thriller,5.2
1609,"1,610",Transformers: The Last Knight,Michael Bay,,,154,Action,Adventure,Sci-Fi,5.2
1610,"1,611",Morbius,Daniel Espinosa,,,104,Action,Adventure,Horror,5.2
1611,"1,612",The Covenant,Renny Harlin,,,97,Action,Adventure,Fantasy,5.2
1612,"1,613",Resident Evil: Welcome to Raccoon City,Johannes Roberts,,,107,Action,Horror,Sci-Fi,5.2
1613,"1,614",Hellboy,Neil Marshall,,,120,Action,Adventure,Fantasy,5.2
1614,"1,615",Legion,Scott Stewart,,,100,Action,Fantasy,Horror,5.2
1615,"1,616",The Mummy: Tomb of the Dragon Emperor,Rob Cohen,,,112,Action,Adventure,Fantasy,5.2
1616,"1,617",xXx: Return of Xander Cage,D.J. Caruso,,,107,Action,Adventure,Thriller,5.2
1617,"1,618",Spawn,Mark A.Z. Dippé,,,96,Action,Drama,Horror,5.2
1618,"1,619",The 5th Wave,J Blakeson,,,112,Action,Adventure,Sci-Fi,5.2
1619,"1,620",Mighty Morphin Power Rangers,Bryan Spicer,,,95,Action,Adventure,Family,5.2
1620,"1,621",Independence Day: Resurgence,Roland Emmerich,,,120,Action,Adventure,Sci-Fi,5.2
1621,"1,622",Monster Hunter,Paul W.S. Anderson,,,103,Action,Adventure,Fantasy,5.2
1622,"1,623",The Bad Batch,Ana Lily Amirpour,,,118,Action,Horror,Mystery,5.2
1623,"1,624",Paul Blart: Mall Cop,Steve Carr,,,91,Action,Comedy,Crime,5.2
1624,"1,625",Doom,Andrzej Bartkowiak,,,105,Action,Horror,Sci-Fi,5.2
1625,"1,626",Lost in Space,Stephen Hopkins,,,130,Action,Adventure,Family,5.2
1626,"1,627",Big Momma's House,Raja Gosnell,,,99,Action,Comedy,Crime,5.2
1627,"1,628",A Good Day to Die Hard,John Moore,,,98,Action,Thriller,,5.2
1628,"1,629",The First Purge,Gerard McMurray,,,97,Action,Horror,Sci-Fi,5.2
1629,"1,630",The Transporter Refueled,Camille Delamarre,,,96,Action,Thriller,,5.2
1630,"1,631",The Medallion,Gordon Chan,,,88,Action,Comedy,Fantasy,5.2
1631,"1,632",Alex Cross,Rob Cohen,,,101,Action,Crime,Mystery,5.2
1632,"1,633",Mutant Chronicles,Simon Hunter,,,111,Action,Adventure,Mystery,5.2
1633,"1,634",Beast,Nelson Dilipkumar,,,155,Action,Thriller,,5.2
1634,"1,635",Bachchhan Paandey,Farhad Samji,,,147,Action,Comedy,Crime,5.2
1635,"1,636",Moonfall,Roland Emmerich,,,130,Action,Adventure,Sci-Fi,5.1
1636,"1,637",Conan the Barbarian,Marcus Nispel,,,113,Action,Adventure,Fantasy,5.1
1637,"1,638",Red Sonja,Richard Fleischer,,,89,Action,Adventure,Fantasy,5.1
1638,"1,639",Eragon,Stefen Fangmeier,,,104,Action,Adventure,Family,5.1
1639,"1,640","I, Frankenstein",Stuart Beattie,,,92,Action,Fantasy,Sci-Fi,5.1
1640,"1,641","10,000 BC",Roland Emmerich,,,109,Action,Adventure,Drama,5.1
1641,"1,642",Stealth,Rob Cohen,,,121,Action,Adventure,Sci-Fi,5.1
1642,"1,643",Agent Cody Banks,Harald Zwart,,,102,Action,Adventure,Comedy,5.1
1643,"1,644",Abduction,John Singleton,,,106,Action,Mystery,Thriller,5.1
1644,"1,645",Miss Congeniality 2: Armed & Fabulous,John Pasquin,,,115,Action,Comedy,Crime,5.1
1645,"1,646",G-Force,Hoyt Yeatman,,,88,Animation,Action,Adventure,5.1
1646,"1,647",Cats & Dogs,Lawrence Guterman,,,87,Action,Adventure,Comedy,5.1
1647,"1,648",Hot Pursuit,Anne Fletcher,,,87,Action,Comedy,Crime,5.1
1648,"1,649",Stormbreaker,Geoffrey Sax,,,93,Action,Adventure,Family,5.1
1649,"1,650",Get Carter,Stephen Kay,,,102,Action,Crime,Drama,5.1
1650,"1,651",Charlie's Angels,Elizabeth Banks,,,118,Action,Adventure,Comedy,5.0
1651,"1,652",The Twilight Saga: Eclipse,David Slade,,,124,Action,Adventure,Drama,5.0
1652,"1,653",Shadow in the Cloud,Roseanne Liang,,,83,Action,Horror,War,5.0
1653,"1,654",How It Ends,David M. Rosenthal,,,113,Action,Drama,Horror,5.0
1654,"1,655",Superman III,Richard Lester,,,125,Action,Adventure,Comedy,5.0
1655,"1,656",Cyborg,Albert Pyun,,,86,Action,Sci-Fi,Thriller,5.0
1656,"1,657",The Phantom,Simon Wincer,,,100,Action,Adventure,Comedy,5.0
1657,"1,658",Virus,John Bruno,,,99,Action,Horror,Sci-Fi,5.0
1658,"1,659",See No Evil,Gregory Dark,,,84,Action,Horror,Thriller,5.0
1659,"1,660",Dilwale,Rohit Shetty,,,158,Action,Comedy,Drama,5.0
1660,"1,661",Wild Wild West,Barry Sonnenfeld,,,106,Action,Comedy,Sci-Fi,4.9
1661,"1,662",The Darkest Hour,Chris Gorak,,,89,Action,Adventure,Horror,4.9
1662,"1,663",Dracula 2000,Patrick Lussier,,,99,Action,Fantasy,Horror,4.9
1663,"1,664",Charlie's Angels: Full Throttle,McG,,,106,Action,Adventure,Comedy,4.9
1664,"1,665",The Cold Light of Day,Mabrouk El Mechri,,,93,Action,Thriller,,4.9
1665,"1,666",Ghosts of Mars,John Carpenter,,,98,Action,Horror,Sci-Fi,4.9
1666,"1,667",Blues Brothers 2000,John Landis,,,123,Action,Comedy,Crime,4.9
1667,"1,668",Happy New Year,Farah Khan,,,180,Action,Comedy,Crime,4.9
1668,"1,669",Anaconda,Luis Llosa,,,89,Action,Adventure,Horror,4.8
1669,"1,670",The Ridiculous 6,Frank Coraci,,,119,Action,Adventure,Comedy,4.8
1670,"1,671",DOA: Dead or Alive,Corey Yuen,,,87,Action,Adventure,Mystery,4.8
1671,"1,672",After Earth,M. Night Shyamalan,,,100,Action,Adventure,Sci-Fi,4.8
1672,"1,673",Teenage Mutant Ninja Turtles III,Stuart Gillard,,,96,Action,Adventure,Comedy,4.8
1673,"1,674",Crocodile Dundee in Los Angeles,Simon Wincer,,,95,Action,Adventure,Comedy,4.8
1674,"1,675",Tekken,Dwight H. Little,,,92,Action,Crime,Drama,4.8
1675,"1,676",Double Team,Hark Tsui,,,93,Action,Comedy,Sci-Fi,4.8
1676,"1,677",Shamshera,Karan Malhotra,,,178,Action,Adventure,Drama,4.8
1677,"1,678",Godsend,Frank M. Calo,Nick Hamm,,102,Action,Drama,Fantasy,4.8
1678,"1,679",Howard the Duck,Willard Huyck,,,110,Action,Adventure,Comedy,4.7
1679,"1,680",Zoolander 2,Ben Stiller,,,101,Action,Adventure,Comedy,4.7
1680,"1,681",Elektra,Rob Bowman,,,97,Action,Adventure,Crime,4.7
1681,"1,682",Anacondas: The Hunt for the Blood Orchid,Dwight H. Little,,,97,Action,Adventure,Horror,4.7
1682,"1,683",The Spirit,Frank Miller,,,103,Action,Crime,Fantasy,4.7
1683,"1,684",The Marine,John Bonito,,,92,Action,Comedy,Drama,4.7
1684,"1,685",Jonah Hex,Jimmy Hayward,,,81,Action,Drama,Fantasy,4.7
1685,"1,686",Snatched,Jonathan Levine,,,90,Action,Adventure,Comedy,4.7
1686,"1,687",Ra.One,Anubhav Sinha,,,156,Action,Adventure,Sci-Fi,4.7
1687,"1,688",Bodyguard,Siddique,,,130,Action,Comedy,Drama,4.7
1688,"1,689",Bharat,Ali Abbas Zafar,,,150,Action,Comedy,Drama,4.7
1689,"1,690",Superhero Movie,Craig Mazin,,,75,Action,Comedy,Sci-Fi,4.6
1690,"1,691",Interceptor,Matthew Reilly,,,99,Action,Adventure,Drama,4.6
1691,"1,692",Aliens vs. Predator: Requiem,Colin Strause,Greg Strause,,94,Action,Adventure,Horror,4.6
1692,"1,693",Shehzada,Rohit Dhawan,,,142,Action,Comedy,Drama,4.6
1693,"1,694",Driven,Renny Harlin,,,116,Action,Drama,Sport,4.6
1694,"1,695",Thunder Force,Ben Falcone,,,106,Action,Adventure,Comedy,4.5
1695,"1,696",Species II,Peter Medak,,,93,Action,Horror,Sci-Fi,4.5
1696,"1,697",Home Alone 3,Raja Gosnell,,,102,Action,Comedy,Crime,4.5
1697,"1,698",Taxi,Tim Story,,,97,Action,Comedy,Crime,4.5
1698,"1,699",Skyline,Colin Strause,Greg Strause,,92,Action,Sci-Fi,Thriller,4.5
1699,"1,700",xXx: State of the Union,Lee Tamahori,,,101,Action,Adventure,Crime,4.5
1700,"1,701",The Next Karate Kid,Christopher Cain,,,107,Action,Drama,Family,4.5
1701,"1,702",Kangaroo Jack,David McNally,,,89,Action,Adventure,Comedy,4.5
1702,"1,703",Jason X,James Isaac,,,92,Action,Horror,Sci-Fi,4.4
1703,"1,704",Cell,Tod Williams,,,98,Action,Adventure,Horror,4.4
1704,"1,705",Paul Blart: Mall Cop 2,Andy Fickman,,,94,Action,Comedy,Crime,4.4
1705,"1,706","Big Mommas: Like Father, Like Son",John Whitesell,,,107,Action,Comedy,Crime,4.4
1706,"1,707",Fantastic Four,Josh Trank,,,100,Action,Adventure,Sci-Fi,4.3
1707,"1,708",Spy Kids 3: Game Over,Robert Rodriguez,,,84,Action,Adventure,Comedy,4.3
1708,"1,709",Ghost Rider: Spirit of Vengeance,Mark Neveldine,Brian Taylor,,96,Action,Adventure,Fantasy,4.3
1709,"1,710",Stop! Or My Mom Will Shoot,Roger Spottiswoode,,,87,Action,Comedy,,4.3
1710,"1,711",Ultraviolet,Kurt Wimmer,,,88,Action,Sci-Fi,,4.3
1711,"1,712",Inspector Gadget,David Kellogg,,,78,Action,Adventure,Comedy,4.2
1712,"1,713",Highlander II: The Quickening,Russell Mulcahy,,,91,Action,Adventure,Fantasy,4.2
1713,"1,714",The Legend of Hercules,Renny Harlin,,,99,Action,Adventure,Fantasy,4.2
1714,"1,715",Universal Soldier: The Return,Mic Rodgers,,,83,Action,Sci-Fi,,4.2
1715,"1,716",Coolie No. 1,David Dhawan,,,134,Action,Comedy,Romance,4.2
1716,"1,717",RoboCop 3,Fred Dekker,,,104,Action,Crime,Sci-Fi,4.1
1717,"1,718",Torque,Joseph Kahn,,,84,Action,Comedy,Crime,4.1
1718,"1,719",Street Fighter,Steven E. de Souza,,,102,Action,Adventure,Comedy,4.0
1719,"1,720",The Last Airbender,M. Night Shyamalan,,,103,Action,Adventure,Family,4.0
1720,"1,721",Shark Night,David R. Ellis,,,90,Action,Adventure,Horror,4.0
1721,"1,722",Speed 2: Cruise Control,Jan de Bont,,,121,Action,Adventure,Crime,3.9
1722,"1,723",Escape Plan 2: Hades,Steven C. Miller,,,96,Action,Crime,Mystery,3.9
1723,"1,724",In the Name of the King: A Dungeon Siege Tale,Uwe Boll,,,127,Action,Adventure,Fantasy,3.8
1724,"1,725",The Avengers,Jeremiah S. Chechik,,,89,Action,Adventure,Sci-Fi,3.8
1725,"1,726",The Adventures of Pluto Nash,Ron Underwood,,,95,Action,Comedy,Sci-Fi,3.8
1726,"1,727",Batman & Robin,Joel Schumacher,,,125,Action,Sci-Fi,,3.7
1727,"1,728",The Adventures of Sharkboy and Lavagirl 3-D,Robert Rodriguez,,,93,Action,Adventure,Comedy,3.7
1728,"1,729",Superman IV: The Quest for Peace,Sidney J. Furie,,,90,Action,Adventure,Sci-Fi,3.7
1729,"1,730",Dungeons & Dragons,Courtney Solomon,,,107,Action,Adventure,Fantasy,3.6
1730,"1,731",Mortal Kombat: Annihilation,John R. Leonetti,,,95,Action,Adventure,Fantasy,3.6
1731,"1,732",Crimea,Aleksey Pimanov,,,99,Action,Drama,,3.6
1732,"1,733",Barb Wire,David Hogan,,,98,Action,Sci-Fi,,3.5
1733,"1,734",Spy Kids 4: All the Time in the World,Robert Rodriguez,,,89,Action,Adventure,Comedy,3.5
1734,"1,735",Dragon Wars: D-War,Hyung-rae Shim,,,107,Action,Drama,Fantasy,3.5
1735,"1,736",Catwoman,Pitof,,,104,Action,Crime,Fantasy,3.4
1736,"1,737",Left Behind,Vic Armstrong,,,110,Action,Fantasy,Sci-Fi,3.1
1737,"1,738",Rollerball,John McTiernan,,,98,Action,Sci-Fi,Sport,3.1
1738,"1,739",BloodRayne,Uwe Boll,,,95,Action,Fantasy,Horror,3.0
1739,"1,740",Gunday,Ali Abbas Zafar,,,152,Action,Drama,Musical,2.7
1740,"1,741",Liger,Puri Jagannadh,,,140,Action,Drama,Romance,2.7
1741,"1,742",Dragonball Evolution,James Wong,,,85,Action,Adventure,Fantasy,2.6
1742,"1,743",Battlefield Earth,Roger Christian,,,118,Action,Adventure,Sci-Fi,2.5
1743,"1,744",Heropanti 2,Ahmed Khan,,,145,Action,Comedy,Crime,2.5
1744,"1,745",Laxmii,Raghava Lawrence,Balakrishnan Thevar,,141,Action,Comedy,Horror,2.5
1745,"1,746",Alone in the Dark,Uwe Boll,,,96,Action,Horror,Sci-Fi,2.4
1746,"1,747",The Prototype,Marcelo Grion,,,97,Action,Sci-Fi,Thriller,2.4
1747,"1,748",House of the Dead,Uwe Boll,,,90,Action,Adventure,Horror,2.1
1748,"1,749",Radhe,Prabhu Deva,,,109,Action,Crime,Thriller,1.9
1749,"1,750",Race 3,Remo D'Souza,,,160,Action,Crime,Thriller,1.9
1750,"1,751",Angels Apocalypse,Sean Cain,Enzo Zelocchi,,85,Action,Fantasy,Sci-Fi,1.7
1751,"1,752",The Cost of Deception,Keith English,,,125,Action,Crime,Drama,1.5
1752,"1,753",Sadak 2,Mahesh Bhatt,,,133,Action,Drama,,1.2
