,MovieName,Star1,Star2,Star3,Votes,Genre1,Genre2,Genre3,GrossCollection,Popularity,Certification
1083,Cold Pursuit,Liam Neeson,Laura Dern,Micheál Neeson,72581,Action,Comedy,Crime,32.14M,"1,828",R
1084,Dracula Untold,Luke Evans,Dominic Cooper,Sarah Gadon,201388,Action,Drama,Fantasy,56.28M,"1,867",PG-13
1085,Total Recall,Colin Farrell,Bokeem Woodbine,Bryan Cranston,259964,Action,Adventure,Sci-Fi,58.88M,"1,908",PG-13
1086,Knowing,Nicolas Cage,Chandler Canterbury,Rose Byrne,240633,Action,Mystery,Sci-Fi,79.96M,"1,910",PG-13
1087,Alien: Resurrection,Sigourney Weaver,Winona Ryder,Dominique Pinon,254444,Action,Horror,Sci-Fi,47.75M,"1,952",R
1088,Dick Tracy,Warren Beatty,Madonna,Al Pacino,63821,Action,Comedy,Crime,103.74M,"1,981",PG
1089,RoboCop,Joel Kinnaman,Gary Oldman,Michael Keaton,233705,Action,Crime,Sci-Fi,58.61M,"2,165",PG-13
1090,Transcendence,Johnny Depp,Rebecca Hall,Morgan Freeman,233523,Action,Drama,Sci-Fi,23.02M,"2,187",PG-13
1091,Kung Pow: Enter the Fist,Steve Oedekerk,Fei Lung,Leo Lee,47422,Action,Comedy,,16.03M,"2,249",PG-13
1092,Hitman,Timothy Olyphant,Dougray Scott,Olga Kurylenko,173973,Action,Crime,Thriller,39.69M,"2,272",R
1093,Reign of Fire,Matthew McConaughey,Christian Bale,Izabella Scorupco,140881,Action,Adventure,Fantasy,43.06M,"2,384",PG-13
1094,Kate,Mary Elizabeth Winstead,Woody Harrelson,Miku Patricia Martineau,66074,Action,Adventure,Crime,,"2,395",R
1095,3 Days to Kill,Kevin Costner,Hailee Steinfeld,Connie Nielsen,95586,Action,Drama,Thriller,30.70M,"2,430",PG-13
1096,The Cannonball Run,Burt Reynolds,Roger Moore,Farrah Fawcett,38173,Action,Comedy,Sport,72.18M,"2,477",PG
1097,Inferno,Tom Hanks,Felicity Jones,Irrfan Khan,182434,Action,Adventure,Crime,34.34M,"2,488",PG-13
1098,47 Ronin,Keanu Reeves,Hiroyuki Sanada,Ko Shibasaki,165320,Action,Drama,Fantasy,38.36M,"2,511",PG-13
1099,Small Soldiers,Kirsten Dunst,Gregory Smith,David Cross,102471,Action,Adventure,Comedy,54.68M,"2,529",PG-13
1100,Spenser Confidential,Mark Wahlberg,Winston Duke,Alan Arkin,92791,Action,Comedy,Crime,,"2,550",R
1101,Maze Runner: The Death Cure,Dylan O'Brien,Ki Hong Lee,Kaya Scodelario,149901,Action,Adventure,Sci-Fi,58.03M,"2,589",PG-13
1102,In the Shadow of the Moon,Boyd Holbrook,Cleopatra Coleman,Bokeem Woodbine,56544,Action,Crime,Mystery,,"2,796",TV-MA
1103,American Assassin,Dylan O'Brien,Michael Keaton,Sanaa Lathan,85802,Action,Thriller,,36.25M,"2,854",R
1104,Walking Tall,Dwayne Johnson,Ashley Scott,Johnny Knoxville,84532,Action,Crime,,46.44M,"2,874",PG-13
1105,Rush Hour 3,Jackie Chan,Chris Tucker,Max von Sydow,175286,Action,Comedy,Crime,140.13M,"2,878",PG-13
1106,Time Trap,Reiley McClendon,Cassidy Gifford,Brianne Howey,39974,Action,Adventure,Mystery,,"2,925",Not Rated
1107,The Divergent Series: Insurgent,Shailene Woodley,Ansel Elgort,Theo James,245534,Action,Adventure,Sci-Fi,130.18M,"3,067",PG-13
1108,Eraser,Arnold Schwarzenegger,Vanessa Williams,James Caan,115018,Action,Crime,Thriller,101.30M,"3,113",R
1109,The Losers,Idris Elba,Zoe Saldana,Jeffrey Dean Morgan,104675,Action,Adventure,Comedy,23.58M,"3,267",PG-13
1110,Parker,Jason Statham,Jennifer Lopez,Michael Chiklis,125951,Action,Crime,Thriller,17.62M,"3,277",R
1111,Deliver Us from Evil,Eric Bana,Edgar Ramírez,Olivia Munn,80952,Action,Adventure,Crime,30.58M,"3,356",R
1112,Keanu,Keegan-Michael Key,Jordan Peele,Tiffany Haddish,50501,Action,Comedy,Crime,20.57M,"3,360",R
1113,The Devil's Own,Harrison Ford,Brad Pitt,Margaret Colin,68431,Action,Crime,Drama,42.87M,"3,369",R
1114,Zathura: A Space Adventure,Josh Hutcherson,Jonah Bobo,Dax Shepard,109705,Action,Adventure,Comedy,29.26M,"3,520",PG
1115,Jack Ryan: Shadow Recruit,Chris Pine,Kevin Costner,Keira Knightley,135111,Action,Drama,Thriller,50.58M,"3,555",PG-13
1116,Tower Heist,Eddie Murphy,Ben Stiller,Casey Affleck,147959,Action,Comedy,Crime,78.05M,"3,557",PG-13
1117,Taken 2,Liam Neeson,Famke Janssen,Maggie Grace,313977,Action,Crime,Thriller,139.85M,"3,591",PG-13
1118,Blown Away,Jeff Bridges,Tommy Lee Jones,Suzy Amis,32560,Action,Crime,Drama,30.16M,"3,663",R
1119,Copshop,Gerard Butler,Frank Grillo,Alexis Louder,34647,Action,Thriller,,,"3,773",R
1120,The Brothers Grimsby,Sacha Baron Cohen,Mark Strong,Rebel Wilson,106721,Action,Adventure,Comedy,6.86M,"3,785",R
1121,Takers,Chris Brown,Hayden Christensen,Matt Dillon,64305,Action,Crime,Drama,57.74M,"3,797",PG-13
1122,The Wall,Aaron Taylor-Johnson,John Cena,Laith Nakli,28681,Action,Drama,Thriller,1.80M,"3,839",R
1123,Hard Target,Jean-Claude Van Damme,Lance Henriksen,Yancy Butler,53770,Action,Crime,Thriller,32.59M,"3,890",R
1124,TMNT,Patrick Stewart,Mako,Chris Evans,66342,Animation,Action,Adventure,54.15M,"3,927",PG
1125,Moonraker,Roger Moore,Lois Chiles,Michael Lonsdale,104744,Action,Adventure,Sci-Fi,70.31M,"4,166",PG
1126,The Toxic Avenger,Andree Maranda,Mitch Cohen,Jennifer Babtist,30097,Action,Comedy,Horror,,"4,174",R
1127,Feast,Navi Rawat,Krista Allen,Balthazar Getty,32891,Action,Comedy,Horror,0.05M,"4,202",R
1128,Death Race 2000,David Carradine,Sylvester Stallone,Simone Griffeth,29266,Action,Comedy,Sci-Fi,8.00M,"4,220",R
1129,Shanghai Knights,Jackie Chan,Owen Wilson,Fann Wong,109479,Action,Adventure,Comedy,60.48M,"4,325",PG-13
1130,Johnny English,Rowan Atkinson,John Malkovich,Natalie Imbruglia,166896,Action,Adventure,Comedy,28.08M,"4,336",PG
1131,Rogue,Michael Vartan,Radha Mitchell,Sam Worthington,32100,Action,Drama,Horror,0.01M,"4,454",R
1132,Resident Evil: Extinction,Milla Jovovich,Ali Larter,Oded Fehr,200398,Action,Horror,Sci-Fi,50.65M,"4,497",R
1133,Rising Sun,Sean Connery,Wesley Snipes,Harvey Keitel,47233,Action,Crime,Drama,63.10M,"4,619",R
1134,Redemption,Jason Statham,Agata Buzek,Vicky McClure,74487,Action,Crime,Drama,0.03M,"4,655",R
1135,Next,Nicolas Cage,Julianne Moore,Jessica Biel,162485,Action,Sci-Fi,Thriller,18.21M,"4,670",PG-13
1136,Lionheart,Jean-Claude Van Damme,Harrison Page,Deborah Rennard,37972,Action,Crime,Drama,24.08M,"4,812",R
1137,Captain Underpants: The First Epic Movie,Kevin Hart,Thomas Middleditch,Ed Helms,30278,Animation,Action,Adventure,73.92M,,PG
1138,The Outsider,Jared Leto,Tadanobu Asano,Kippei Shîna,27576,Action,Crime,Drama,,,TV-MA
1139,Johnny English Strikes Again,Rowan Atkinson,Ben Miller,Olga Kurylenko,77843,Action,Adventure,Comedy,4.41M,,PG
1140,War,Jet Li,Jason Statham,Nadine Velazquez,94139,Action,Crime,Thriller,22.49M,,R
1141,The Silencing,Nikolaj Coster-Waldau,Caleb Ellsworth-Clark,Josh Cruddas,28341,Action,Crime,Mystery,,,R
1142,Outlander,Jim Caviezel,Sophia Myles,Ron Perlman,77034,Action,Adventure,Sci-Fi,0.16M,,R
1143,Stuber,Dave Bautista,Kumail Nanjiani,Mira Sorvino,49566,Action,Comedy,Crime,22.37M,,R
1144,Destroyer,Nicole Kidman,Toby Kebbell,Tatiana Maslany,30741,Action,Crime,Drama,1.53M,,R
1145,The Saint,Val Kilmer,Elisabeth Shue,Rade Serbedzija,70582,Action,Adventure,Romance,61.36M,,PG-13
1146,Astro Boy,Freddie Highmore,Nicolas Cage,Kristen Bell,38296,Animation,Action,Adventure,19.55M,,PG
1147,Pokémon: The First Movie - Mewtwo Strikes Back,Veronica Taylor,Rachael Lillis,Eric Stuart,44444,Animation,Action,Adventure,85.74M,,G
1148,The Boondock Saints II: All Saints Day,Sean Patrick Flanery,Norman Reedus,Billy Connolly,65735,Action,Thriller,,10.27M,,R
1149,The Eagle,Channing Tatum,Jamie Bell,Donald Sutherland,72056,Action,Adventure,Drama,19.49M,,PG-13
1150,Loaded Weapon 1,Emilio Estevez,Samuel L. Jackson,Jon Lovitz,49816,Action,Comedy,Crime,27.98M,,PG-13
1151,Last Knights,Clive Owen,Morgan Freeman,Aksel Hennie,44315,Action,Drama,History,,,R
1152,Money Talks,Charlie Sheen,Chris Tucker,Heather Locklear,30432,Action,Comedy,Crime,41.07M,,R
1153,A Lonely Place to Die,Alec Newman,Ed Speleers,Melissa George,30050,Action,Adventure,Crime,,,R
1154,Mr. Nice Guy,Jackie Chan,Richard Norton,Miki Lee,27999,Action,Adventure,Comedy,12.67M,,PG-13
1155,After the Sunset,Pierce Brosnan,Salma Hayek,Woody Harrelson,48783,Action,Comedy,Crime,28.33M,,PG-13
1156,The Warrior's Way,Jang Dong-Gun,Kate Bosworth,Geoffrey Rush,26801,Action,Drama,Fantasy,5.66M,,R
1157,Ong Bak 2,Tony Jaa,Sarunyu Wongkrachang,Sorapong Chatree,31327,Action,,,0.10M,,R
1158,The Legend of Tomiris,Ghassan Massoud,Aizhan Lighg,Eduardo Minett,42636,Action,Drama,History,,,TV-14
1159,Dabangg,Salman Khan,Sonakshi Sinha,Sonu Sood,33414,Action,Comedy,Crime,4.63M,,Not Rated
1160,Ant-Man and the Wasp: Quantumania,Paul Rudd,Evangeline Lilly,Michael Douglas,170732,Action,Adventure,Comedy,,17,PG-13
1161,Mortal Kombat,Lewis Tan,Jessica McNamee,Josh Lawson,181266,Action,Adventure,Fantasy,42.20M,676,R
1162,The Lost City,Sandra Bullock,Channing Tatum,Daniel Radcliffe,134723,Action,Adventure,Comedy,105.34M,699,PG-13
1163,Justice League,Ben Affleck,Gal Gadot,Jason Momoa,463555,Action,Adventure,Fantasy,229.02M,742,PG-13
1164,San Andreas,Dwayne Johnson,Carla Gugino,Alexandra Daddario,246407,Action,Adventure,Thriller,155.19M,920,PG-13
1165,Ambulance,Jake Gyllenhaal,Yahya Abdul-Mateen II,Eiza González,83287,Action,Crime,Drama,22.78M,942,R
1166,Mission: Impossible II,Tom Cruise,Dougray Scott,Thandiwe Newton,353325,Action,Adventure,Thriller,215.41M,957,PG-13
1167,The Expendables 3,Sylvester Stallone,Jason Statham,Jet Li,188016,Action,Adventure,Thriller,39.32M,"1,112",PG-13
1168,6 Underground,Ryan Reynolds,Mélanie Laurent,Manuel Garcia-Rulfo,185784,Action,Thriller,,,"1,182",R
1169,Jack Reacher: Never Go Back,Tom Cruise,Cobie Smulders,Aldis Hodge,165501,Action,Crime,Drama,58.70M,"1,192",PG-13
1170,Birds of Prey,Margot Robbie,Rosie Perez,Mary Elizabeth Winstead,249938,Action,Comedy,Crime,84.16M,"1,233",R
1171,Lou,Allison Janney,Jurnee Smollett,Logan Marshall-Green,29869,Action,Crime,Drama,,"1,317",R
1172,Code 8,Kari Matchett,Robbie Amell,Penny Eizenga,42168,Action,Crime,Drama,,"1,375",Not Rated
1173,Jurassic World: Fallen Kingdom,Chris Pratt,Bryce Dallas Howard,Rafe Spall,327772,Action,Adventure,Sci-Fi,417.72M,"1,449",PG-13
1174,Day Shift,Jamie Foxx,Dave Franco,Natasha Liu Bordizzo,83405,Action,Comedy,Fantasy,,"1,499",R
1175,Mortal Engines,Hera Hilmar,Robert Sheehan,Hugo Weaving,131060,Action,Adventure,Fantasy,15.95M,"1,538",PG-13
1176,Lightyear,Chris Evans,Keke Palmer,Peter Sohn,114354,Animation,Action,Adventure,118.31M,"1,574",PG
1177,Rambo: Last Blood,Sylvester Stallone,Paz Vega,Sergio Peris-Mencheta,103513,Action,Crime,Thriller,44.82M,"1,617",R
1178,Blood Red Sky,Peri Baumeister,Carl Anton Koch,Alexander Scheer,51695,Action,Adventure,Drama,,"1,961",TV-MA
1179,The Sorcerer's Apprentice,Nicolas Cage,Jay Baruchel,Alfred Molina,165987,Action,Adventure,Family,63.15M,"2,146",PG
1180,Superman Returns,Brandon Routh,Kevin Spacey,Kate Bosworth,287347,Action,Adventure,Sci-Fi,200.08M,"2,183",PG-13
1181,Hitman's Wife's Bodyguard,Ryan Reynolds,Samuel L. Jackson,Salma Hayek,99847,Action,Comedy,Crime,,"2,205",R
1182,Days of Thunder,Tom Cruise,Nicole Kidman,Robert Duvall,92446,Action,Drama,Sport,82.67M,"2,234",PG-13
1183,Rampage,Dwayne Johnson,Naomie Harris,Malin Akerman,175881,Action,Adventure,Sci-Fi,101.03M,"2,268",PG-13
1184,Snow White and the Huntsman,Kristen Stewart,Chris Hemsworth,Charlize Theron,295267,Action,Adventure,Drama,155.33M,"2,354",PG-13
1185,Gunpowder Milkshake,Karen Gillan,Lena Headey,Carla Gugino,47818,Action,Crime,Thriller,,"2,434",R
1186,Mile 22,Mark Wahlberg,Lauren Cohan,Iko Uwais,83378,Action,Thriller,,36.11M,"2,576",R
1187,The Girl in the Spider's Web,Claire Foy,Beau Gadsdon,Sverrir Gudnason,49532,Action,Crime,Drama,14.84M,"2,631",R
1188,Speed Racer,Emile Hirsch,Matthew Fox,Christina Ricci,76192,Action,Adventure,Comedy,43.95M,"2,711",PG
1189,I Am Number Four,Alex Pettyfer,Timothy Olyphant,Dianna Agron,241978,Action,Adventure,Sci-Fi,55.10M,"2,754",PG-13
1190,Die Another Day,Pierce Brosnan,Halle Berry,Rosamund Pike,223674,Action,Adventure,Thriller,160.94M,"2,766",PG-13
1191,Crawl,Kaya Scodelario,Barry Pepper,Morfydd Clark,88568,Action,Adventure,Horror,39.01M,"2,916",R
1192,Jumper,Hayden Christensen,Samuel L. Jackson,Jamie Bell,313959,Action,Adventure,Sci-Fi,80.17M,"2,956",PG-13
1193,Lifeforce,Steve Railsback,Mathilda May,Peter Firth,27469,Action,Horror,Mystery,11.60M,"2,989",R
1194,Dora and the Lost City of Gold,Isabela Merced,Eugenio Derbez,Michael Peña,32342,Action,Adventure,Comedy,60.48M,"3,231",PG
1195,Resident Evil: Apocalypse,Milla Jovovich,Sienna Guillory,Eric Mabius,204639,Action,Horror,Sci-Fi,51.20M,"3,399",R
1196,Never Say Never Again,Sean Connery,Kim Basinger,Klaus Maria Brandauer,70325,Action,Adventure,Thriller,55.50M,"3,412",PG
1197,Broken Arrow,John Travolta,Christian Slater,Samantha Mathis,102067,Action,Adventure,Thriller,70.77M,"3,440",R
1198,Universal Soldier,Jean-Claude Van Damme,Dolph Lundgren,Ally Walker,92981,Action,Sci-Fi,,36.30M,"3,462",R
1199,Hansel & Gretel: Witch Hunters,Jeremy Renner,Gemma Arterton,Peter Stormare,211371,Action,Fantasy,Horror,55.70M,"3,564",R
1200,The Huntsman: Winter's War,Chris Hemsworth,Jessica Chastain,Charlize Theron,114305,Action,Adventure,Drama,48.39M,"3,566",PG-13
1201,The Protégé,Michael Keaton,Maggie Q,Samuel L. Jackson,34991,Action,Thriller,,,"3,625",R
1202,Blitz,Jason Statham,Paddy Considine,Aidan Gillen,88981,Action,Crime,Thriller,,"3,684",R
1203,Push,Camilla Belle,Dakota Fanning,Chris Evans,113659,Action,Sci-Fi,Thriller,31.81M,"3,748",PG-13
1204,Mystery Men,Ben Stiller,Janeane Garofalo,William H. Macy,68858,Action,Comedy,Fantasy,29.76M,"3,814",PG-13
1205,Vampires,James Woods,Daniel Baldwin,Sheryl Lee,61461,Action,Horror,Thriller,20.24M,"4,093",R
1206,Krull,Ken Marshall,Lysette Anthony,Freddie Jones,34890,Action,Adventure,Fantasy,16.52M,"4,203",PG
1207,The Postman,Kevin Costner,Will Patton,Larenz Tate,76000,Action,Adventure,Drama,17.63M,"4,255",R
1208,Mercury Rising,Bruce Willis,Miko Hughes,Alec Baldwin,76119,Action,Crime,Drama,32.94M,"4,380",R
1209,Deep Rising,Treat Williams,Famke Janssen,Anthony Heald,38921,Action,Adventure,Horror,11.20M,"4,404",R
1210,The Karate Kid Part II,Pat Morita,Ralph Macchio,Pat E. Johnson,94271,Action,Family,Sport,115.10M,"4,415",PG
1211,The Sentinel,Michael Douglas,Kiefer Sutherland,Kim Basinger,50946,Action,Crime,Thriller,36.28M,"4,579",PG-13
1212,Red Heat,Arnold Schwarzenegger,Jim Belushi,Peter Boyle,73415,Action,Comedy,Crime,34.99M,"4,693",R
1213,Crank: High Voltage,Jason Statham,Amy Smart,Clifton Collins Jr.,154229,Action,Crime,Thriller,13.63M,"4,710",R
1214,Windtalkers,Nicolas Cage,Adam Beach,Peter Stormare,71333,Action,Drama,War,40.91M,"4,775",R
1215,Hit and Run,Dax Shepard,Kristen Bell,Bradley Cooper,36864,Action,Adventure,Comedy,13.75M,"4,800",R
1216,2.0,Rajinikanth,Akshay Kumar,Amy Jackson,25697,Action,Sci-Fi,Thriller,5.57M,,Not Rated
1217,Sphere,Dustin Hoffman,Sharon Stone,Samuel L. Jackson,109279,Action,Mystery,Sci-Fi,37.02M,,PG-13
1218,Romeo Must Die,Jet Li,Aaliyah,Isaiah Washington,72097,Action,Crime,Thriller,55.97M,,R
1219,Ride Along,Ice Cube,Kevin Hart,Tika Sumpter,118555,Action,Comedy,Crime,134.94M,,PG-13
1220,American Ultra,Jesse Eisenberg,Kristen Stewart,Connie Britton,93890,Action,Comedy,,14.43M,,R
1221,The Collection,Josh Stewart,Emma Fitzpatrick,Christopher McDonald,51907,Action,Adventure,Horror,12.84M,,R
1222,The Jewel of the Nile,Michael Douglas,Kathleen Turner,Danny DeVito,59910,Action,Adventure,Comedy,75.97M,,PG
1223,Big Stan,Rob Schneider,David Carradine,Sally Kirkland,45916,Action,Comedy,,,,R
1224,Sky Captain and the World of Tomorrow,Gwyneth Paltrow,Jude Law,Angelina Jolie,86196,Action,Adventure,Mystery,37.76M,,PG
1225,Hotel Artemis,Jodie Foster,Sofia Boutella,Dave Bautista,55674,Action,Crime,Drama,6.71M,,R
1226,Heist,Robert De Niro,Jeffrey Dean Morgan,Dave Bautista,31597,Action,Crime,Drama,,,R
1227,Solomon Kane,James Purefoy,Max von Sydow,Rachel Hurd-Wood,74904,Action,Adventure,Fantasy,,,R
1228,Red State,Michael Parks,Melissa Leo,John Goodman,65815,Action,Crime,Horror,1.10M,,R
1229,Broken City,Mark Wahlberg,Russell Crowe,Catherine Zeta-Jones,82160,Action,Crime,Drama,19.70M,,R
1230,The Promise,Oscar Isaac,Charlotte Le Bon,Christian Bale,177253,Action,Adventure,Drama,,,PG-13
1231,30 Minutes or Less,Jesse Eisenberg,Danny McBride,Nick Swardson,104157,Action,Comedy,Crime,37.05M,,R
1232,Flight of the Phoenix,Dennis Quaid,Miranda Otto,Giovanni Ribisi,55612,Action,Adventure,Drama,21.01M,,PG-13
1233,Point of No Return,Bridget Fonda,Gabriel Byrne,Dermot Mulroney,29245,Action,Crime,Drama,30.04M,,R
1234,Hobo with a Shotgun,Rutger Hauer,Pasha Ebrahimi,Robb Wells,47516,Action,Comedy,Horror,0.70M,,Not Rated
1235,Ironclad,Paul Giamatti,Jason Flemyng,Brian Cox,42899,Action,Drama,History,,,R
1236,Conquest of the Planet of the Apes,Roddy McDowall,Don Murray,Ricardo Montalban,34138,Action,Sci-Fi,,9.81M,,PG
1237,Undisputed,Wesley Snipes,Ving Rhames,Peter Falk,33440,Action,Crime,Drama,12.76M,,R
1238,"Tomorrow, When the War Began",Caitlin Stasey,Rachel Hurd-Wood,Lincoln Lewis,31574,Action,Adventure,Drama,,,R
1239,Gringo,Joel Edgerton,Charlize Theron,David Oyelowo,31252,Action,Comedy,Crime,4.97M,,R
1240,The Replacement Killers,Chow Yun-Fat,Mira Sorvino,Michael Rooker,29822,Action,Crime,Thriller,18.97M,,R
1241,Murder at 1600,Wesley Snipes,Diane Lane,Daniel Benzali,31952,Action,Crime,Drama,25.83M,,R
1242,Welcome to the Punch,James McAvoy,Mark Strong,Andrea Riseborough,34031,Action,Crime,Thriller,0.01M,,R
1243,The Lovebirds,Issa Rae,Kumail Nanjiani,Paul Sparks,26936,Action,Comedy,Crime,,,R
1244,Seeking Justice,Nicolas Cage,January Jones,Guy Pearce,47140,Action,Crime,Drama,0.04M,,R
1245,15 Minutes,Robert De Niro,Edward Burns,Kelsey Grammer,51177,Action,Crime,Drama,24.40M,,R
1246,Antitrust,Ryan Phillippe,Tim Robbins,Rachael Leigh Cook,29820,Action,Crime,Drama,10.97M,,PG-13
1247,Chennai Express,Deepika Padukone,Shah Rukh Khan,Sathyaraj,58441,Action,Comedy,Drama,5.31M,,Not Rated
1248,Thunivu,Ajith Kumar,Manju Warrier,Samuthirakani,27600,Action,Crime,Thriller,,,Not Rated
1249,Sooryavanshi,Akshay Kumar,Katrina Kaif,Ajay Devgn,77939,Action,Crime,Thriller,,,UA
1250,Shazam! Fury of the Gods,Zachary Levi,Asher Angel,Jack Dylan Grazer,84062,Action,Adventure,Comedy,,16,PG-13
1251,The Fast and the Furious: Tokyo Drift,Lucas Black,Zachery Ty Bryan,Shad Moss,284341,Action,Crime,Thriller,62.51M,167,PG-13
1252,Don't Breathe 2,Stephen Lang,Madelyn Grace,Brendan Sexton III,63568,Action,Crime,Horror,32.64M,539,R
1253,Murder Mystery,Adam Sandler,Jennifer Aniston,Luke Evans,156038,Action,Comedy,Crime,,995,PG-13
1254,Van Helsing,Hugh Jackman,Kate Beckinsale,Richard Roxburgh,274799,Action,Adventure,Fantasy,120.18M,"1,040",PG-13
1255,Godzilla: King of the Monsters,Kyle Chandler,Vera Farmiga,Millie Bobby Brown,190936,Action,Adventure,Fantasy,110.50M,"1,411",PG-13
1256,Immortals,Henry Cavill,Mickey Rourke,John Hurt,172118,Action,Drama,Fantasy,83.50M,"1,414",R
1257,Sucker Punch,Emily Browning,Vanessa Hudgens,Abbie Cornish,246706,Action,Adventure,Fantasy,36.39M,"1,565",PG-13
1258,S.W.A.T.,Samuel L. Jackson,Colin Farrell,Michelle Rodriguez,150997,Action,Adventure,Crime,116.93M,"1,885",PG-13
1259,Hercules,Dwayne Johnson,John Hurt,Ian McShane,160336,Action,Adventure,Fantasy,72.69M,"2,082",PG-13
1260,Exodus: Gods and Kings,Christian Bale,Joel Edgerton,Ben Kingsley,172997,Action,Adventure,Drama,65.01M,"2,116",PG-13
1261,Those Who Wish Me Dead,Angelina Jolie,Nicholas Hoult,Finn Little,65875,Action,Drama,Thriller,,"2,192",R
1262,The Tourist,Johnny Depp,Angelina Jolie,Paul Bettany,249408,Action,Thriller,,67.63M,"2,486",PG-13
1263,Dante's Peak,Pierce Brosnan,Linda Hamilton,Jamie Renée Smith,94405,Action,Adventure,Thriller,67.13M,"2,811",PG-13
1264,The Time Machine,Guy Pearce,Yancey Arias,Mark Addy,127129,Action,Adventure,Sci-Fi,56.68M,"2,889",PG-13
1265,Unhinged,Russell Crowe,Caren Pistorius,Gabriel Bateman,72402,Action,Thriller,,20.83M,"2,901",R
1266,Miami Vice,Colin Farrell,Jamie Foxx,Gong Li,120339,Action,Adventure,Crime,63.45M,"3,370",R
1267,G.I. Jane,Demi Moore,Viggo Mortensen,Anne Bancroft,84204,Action,Drama,War,48.17M,"3,380",R
1268,Project Power,Jamie Foxx,Joseph Gordon-Levitt,Dominique Fishback,93181,Action,Crime,Sci-Fi,,"3,494",R
1269,Taken 3,Liam Neeson,Forest Whitaker,Maggie Grace,198113,Action,Crime,Thriller,89.26M,"3,514",PG-13
1270,CHIPS,Michael Peña,Dax Shepard,Vincent D'Onofrio,49540,Action,Comedy,Crime,18.60M,"3,590",R
1271,Sahara,Matthew McConaughey,Penélope Cruz,Steve Zahn,100515,Action,Adventure,Comedy,68.67M,"3,725",PG-13
1272,Beneath the Planet of the Apes,James Franciscus,Kim Hunter,Maurice Evans,48923,Action,Adventure,Sci-Fi,19.00M,"3,764",G
1273,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,Paige Turco,David Warner,Michelan Sisti,57997,Action,Adventure,Comedy,78.66M,"3,913",PG
1274,Cowboys & Aliens,Daniel Craig,Harrison Ford,Olivia Wilde,226248,Action,Drama,Sci-Fi,100.24M,"4,034",PG-13
1275,Above the Law,Steven Seagal,Pam Grier,Henry Silva,33436,Action,Crime,Drama,18.87M,"4,240",R
1276,Honest Thief,Liam Neeson,Kate Walsh,Jai Courtney,53908,Action,Thriller,,14.16M,"4,353",PG-13
1277,The Net,Sandra Bullock,Jeremy Northam,Dennis Miller,70888,Action,Crime,Drama,50.73M,"4,903",PG-13
1278,Captive State,John Goodman,Ashton Sanders,Jonathan Majors,55852,Action,Horror,Sci-Fi,5.96M,"4,945",PG-13
1279,The Purge: Election Year,Frank Grillo,Elizabeth Mitchell,Mykelti Williamson,105262,Action,Horror,Sci-Fi,79.21M,,R
1280,Transporter 3,Jason Statham,Robert Knepper,Natalya Rudakova,171683,Action,Adventure,Thriller,31.72M,,PG-13
